time,min_power,max_power
20200403:1210,243,1643
20200403:1310,154,1372
20200403:1410,109,990
20200403:1510,32,553
20200403:1610,27,157
20200403:1710,0,0
20200403:1810,0,0
20200403:1910,0,0
20200403:2010,0,0
20200403:2110,0,0
20200403:2210,0,0
20200403:2310,0,0
20200404:0010,0,0
20200404:0110,0,0
20200404:0210,0,0
20200404:0310,0,0
20200404:0410,0,0
20200404:0510,10,459
20200404:0610,56,935
20200404:0710,90,1330
20200404:0810,179,1625
20200404:0910,264,1811
20200404:1010,313,1872
20200404:1110,295,1808
20200404:1210,243,1643
20200404:1310,154,1372
20200404:1410,109,990
20200404:1510,32,553
20200404:1610,27,165
20200404:1710,0,0
20200404:1810,0,0
20200404:1910,0,0
20200404:2010,0,0
20200404:2110,0,0
20200404:2210,0,0
20200404:2310,0,0
20200405:0010,0,0
20200405:0110,0,0
20200405:0210,0,0
20200405:0310,0,0
20200405:0410,0,0
20200405:0510,10,459
20200405:0610,56,935
20200405:0710,90,1330
20200405:0810,179,1625
20200405:0910,264,1811
20200405:1010,313,1872
20200405:1110,295,1808
20200405:1210,243,1643
20200405:1310,154,1372
20200405:1410,109,990
20200405:1510,32,553
20200405:1610,27,174
20200405:1710,0,0
20200405:1810,0,0
20200405:1910,0,0
20200405:2010,0,0
20200405:2110,0,0
20200405:2210,0,0
20200405:2310,0,0
20200406:0010,0,0
20200406:0110,0,0
20200406:0210,0,0
20200406:0310,0,0
20200406:0410,0,1
20200406:0510,10,459
20200406:0610,56,935
20200406:0710,90,1330
20200406:0810,179,1625
20200406:0910,264,1811
20200406:1010,313,1872
20200406:1110,295,1808
20200406:1210,243,1643
20200406:1310,154,1372
20200406:1410,109,990
20200406:1510,32,553
20200406:1610,27,174
20200406:1710,0,0
20200406:1810,0,0
20200406:1910,0,0
20200406:2010,0,0
20200406:2110,0,0
20200406:2210,0,0
20200406:2310,0,0
20200407:0010,0,0
20200407:0110,0,0
20200407:0210,0,0
20200407:0310,0,0
20200407:0410,0,1
20200407:0510,10,459
20200407:0610,56,935
20200407:0710,90,1330
20200407:0810,179,1625
20200407:0910,264,1811
20200407:1010,313,1872
20200407:1110,295,1808
20200407:1210,243,1643
20200407:1310,154,1372
20200407:1410,109,990
20200407:1510,32,553
20200407:1610,27,174
20200407:1710,0,0
20200407:1810,0,0
20200407:1910,0,0
20200407:2010,0,0
20200407:2110,0,0
20200407:2210,0,0
20200407:2310,0,0
20200408:0010,0,0
20200408:0110,0,0
20200408:0210,0,0
20200408:0310,0,0
20200408:0410,0,8
20200408:0510,10,459
20200408:0610,56,935
20200408:0710,90,1330
20200408:0810,179,1625
20200408:0910,264,1811
20200408:1010,313,1872
20200408:1110,295,1808
20200408:1210,243,1643
20200408:1310,154,1372
20200408:1410,109,990
20200408:1510,32,553
20200408:1610,27,208
20200408:1710,0,0
20200408:1810,0,0
20200408:1910,0,0
20200408:2010,0,0
20200408:2110,0,0
20200408:2210,0,0
20200408:2310,0,0
20200409:0010,0,0
20200409:0110,0,0
20200409:0210,0,0
20200409:0310,0,0
20200409:0410,0,26
20200409:0510,11,582
20200409:0610,64,1048
20200409:0710,99,1444
20200409:0810,330,1710
20200409:0910,387,1861
20200409:1010,313,1902
20200409:1110,435,1829
20200409:1210,252,1674
20200409:1310,154,1413
20200409:1410,109,1064
20200409:1510,135,636
20200409:1610,27,217
20200409:1710,0,0
20200409:1810,0,0
20200409:1910,0,0
20200409:2010,0,0
20200409:2110,0,0
20200409:2210,0,0
20200409:2310,0,0
20200410:0010,0,0
20200410:0110,0,0
20200410:0210,0,0
20200410:0310,0,0
20200410:0410,0,26
20200410:0510,11,582
20200410:0610,64,1048
20200410:0710,99,1444
20200410:0810,330,1710
20200410:0910,387,1861
20200410:1010,313,1902
20200410:1110,435,1829
20200410:1210,252,1674
20200410:1310,154,1413
20200410:1410,109,1064
20200410:1510,135,636
20200410:1610,27,223
20200410:1710,0,0
20200410:1810,0,0
20200410:1910,0,0
20200410:2010,0,0
20200410:2110,0,0
20200410:2210,0,0
20200410:2310,0,0
20200411:0010,0,0
20200411:0110,0,0
20200411:0210,0,0
20200411:0310,0,0
20200411:0410,0,45
20200411:0510,11,582
20200411:0610,64,1048
20200411:0710,99,1444
20200411:0810,330,1710
20200411:0910,387,1861
20200411:1010,313,1902
20200411:1110,435,1829
20200411:1210,252,1674
20200411:1310,154,1413
20200411:1410,109,1064
20200411:1510,135,636
20200411:1610,27,223
20200411:1710,0,0
20200411:1810,0,0
20200411:1910,0,0
20200411:2010,0,0
20200411:2110,0,0
20200411:2210,0,0
20200411:2310,0,0
20200412:0010,0,0
20200412:0110,0,0
20200412:0210,0,0
20200412:0310,0,0
20200412:0410,0,45
20200412:0510,15,582
20200412:0610,206,1048
20200412:0710,130,1444
20200412:0810,339,1710
20200412:0910,433,1861
20200412:1010,313,1902
20200412:1110,593,1829
20200412:1210,252,1674
20200412:1310,220,1413
20200412:1410,200,1064
20200412:1510,160,636
20200412:1610,41,232
20200412:1710,0,0
20200412:1810,0,0
20200412:1910,0,0
20200412:2010,0,0
20200412:2110,0,0
20200412:2210,0,0
20200412:2310,0,0
20200413:0010,0,0
20200413:0110,0,0
20200413:0210,0,0
20200413:0310,0,0
20200413:0410,0,45
20200413:0510,136,582
20200413:0610,317,1048
20200413:0710,742,1444
20200413:0810,926,1710
20200413:0910,561,1861
20200413:1010,1008,1902
20200413:1110,593,1829
20200413:1210,525,1674
20200413:1310,220,1413
20200413:1410,200,1064
20200413:1510,160,636
20200413:1610,41,232
20200413:1710,0,0
20200413:1810,0,0
20200413:1910,0,0
20200413:2010,0,0
20200413:2110,0,0
20200413:2210,0,0
20200413:2310,0,0
20200414:0010,0,0
20200414:0110,0,0
20200414:0210,0,0
20200414:0310,0,0
20200414:0410,0,45
20200414:0510,25,582
20200414:0610,80,1048
20200414:0710,179,1444
20200414:0810,257,1710
20200414:0910,360,1861
20200414:1010,397,1902
20200414:1110,359,1829
20200414:1210,325,1674
20200414:1310,215,1413
20200414:1410,146,1064
20200414:1510,109,636
20200414:1610,32,232
20200414:1710,0,0
20200414:1810,0,0
20200414:1910,0,0
20200414:2010,0,0
20200414:2110,0,0
20200414:2210,0,0
20200414:2310,0,0
20200415:0010,0,0
20200415:0110,0,0
20200415:0210,0,0
20200415:0310,0,0
20200415:0410,0,45
20200415:0510,25,582
20200415:0610,80,1048
20200415:0710,179,1444
20200415:0810,257,1710
20200415:0910,360,1865
20200415:1010,397,1960
20200415:1110,359,1829
20200415:1210,325,1674
20200415:1310,215,1413
20200415:1410,146,1064
20200415:1510,109,682
20200415:1610,32,263
20200415:1710,0,0
20200415:1810,0,0
20200415:1910,0,0
20200415:2010,0,0
20200415:2110,0,0
20200415:2210,0,0
20200415:2310,0,0
20200416:0010,0,0
20200416:0110,0,0
20200416:0210,0,0
20200416:0310,0,0
20200416:0410,0,188
20200416:0510,25,699
20200416:0610,80,1154
20200416:0710,179,1527
20200416:0810,257,1797
20200416:0910,360,1974
20200416:1010,397,2022
20200416:1110,359,1922
20200416:1210,325,1728
20200416:1310,215,1458
20200416:1410,146,1095
20200416:1510,109,693
20200416:1610,32,298
20200416:1710,0,0
20200416:1810,0,0
20200416:1910,0,0
20200416:2010,0,0
20200416:2110,0,0
20200416:2210,0,0
20200416:2310,0,0
20200417:0010,0,0
20200417:0110,0,0
20200417:0210,0,0
20200417:0310,0,0
20200417:0410,0,209
20200417:0510,25,718
20200417:0610,80,1162
20200417:0710,179,1539
20200417:0810,257,1808
20200417:0910,360,1974
20200417:1010,397,2022
20200417:1110,359,1934
20200417:1210,325,1791
20200417:1310,215,1524
20200417:1410,146,1182
20200417:1510,109,743
20200417:1610,32,304
20200417:1710,0,0
20200417:1810,0,0
20200417:1910,0,0
20200417:2010,0,0
20200417:2110,0,0
20200417:2210,0,0
20200417:2310,0,0
20200418:0010,0,0
20200418:0110,0,0
20200418:0210,0,0
20200418:0310,0,0
20200418:0410,0,241
20200418:0510,25,732
20200418:0610,80,1162
20200418:0710,179,1539
20200418:0810,257,1808
20200418:0910,360,1974
20200418:1010,397,2022
20200418:1110,359,1934
20200418:1210,325,1791
20200418:1310,215,1524
20200418:1410,146,1182
20200418:1510,109,743
20200418:1610,32,304
20200418:1710,0,0
20200418:1810,0,0
20200418:1910,0,0
20200418:2010,0,0
20200418:2110,0,0
20200418:2210,0,0
20200418:2310,0,0
20200419:0010,0,0
20200419:0110,0,0
20200419:0210,0,0
20200419:0310,0,0
20200419:0410,0,241
20200419:0510,25,732
20200419:0610,80,1162
20200419:0710,179,1539
20200419:0810,257,1808
20200419:0910,360,1974
20200419:1010,397,2022
20200419:1110,359,1934
20200419:1210,325,1791
20200419:1310,215,1524
20200419:1410,146,1182
20200419:1510,109,743
20200419:1610,32,304
20200419:1710,0,0
20200419:1810,0,0
20200419:1910,0,0
20200419:2010,0,0
20200419:2110,0,0
20200419:2210,0,0
20200419:2310,0,0
20200420:0010,0,0
20200420:0110,0,0
20200420:0210,0,0
20200420:0310,0,0
20200420:0410,0,241
20200420:0510,25,732
20200420:0610,80,1162
20200420:0710,179,1539
20200420:0810,257,1808
20200420:0910,360,1974
20200420:1010,397,2022
20200420:1110,359,1959
20200420:1210,325,1815
20200420:1310,215,1524
20200420:1410,146,1182
20200420:1510,109,760
20200420:1610,32,324
20200420:1710,0,0
20200420:1810,0,0
20200420:1910,0,0
20200420:2010,0,0
20200420:2110,0,0
20200420:2210,0,0
20200420:2310,0,0
20200421:0010,0,0
20200421:0110,0,0
20200421:0210,0,0
20200421:0310,0,0
20200421:0410,0,260
20200421:0510,25,742
20200421:0610,80,1162
20200421:0710,179,1539
20200421:0810,257,1808
20200421:0910,360,1974
20200421:1010,397,2022
20200421:1110,359,1959
20200421:1210,325,1815
20200421:1310,215,1524
20200421:1410,102,1182
20200421:1510,109,760
20200421:1610,32,324
20200421:1710,0,0
20200421:1810,0,0
20200421:1910,0,0
20200421:2010,0,0
20200421:2110,0,0
20200421:2210,0,0
20200421:2310,0,0
20200422:0010,0,0
20200422:0110,0,0
20200422:0210,0,0
20200422:0310,0,0
20200422:0410,0,260
20200422:0510,25,742
20200422:0610,80,1162
20200422:0710,179,1539
20200422:0810,257,1808
20200422:0910,360,1974
20200422:1010,305,2022
20200422:1110,359,1959
20200422:1210,325,1815
20200422:1310,215,1524
20200422:1410,102,1182
20200422:1510,109,760
20200422:1610,32,324
20200422:1710,0,0
20200422:1810,0,0
20200422:1910,0,0
20200422:2010,0,0
20200422:2110,0,0
20200422:2210,0,0
20200422:2310,0,0
20200423:0010,0,0
20200423:0110,0,0
20200423:0210,0,0
20200423:0310,0,0
20200423:0410,0,260
20200423:0510,25,742
20200423:0610,80,1162
20200423:0710,179,1539
20200423:0810,257,1808
20200423:0910,360,1974
20200423:1010,305,2022
20200423:1110,359,1959
20200423:1210,151,1815
20200423:1310,215,1524
20200423:1410,102,1192
20200423:1510,109,790
20200423:1610,32,324
20200423:1710,0,0
20200423:1810,0,0
20200423:1910,0,0
20200423:2010,0,0
20200423:2110,0,0
20200423:2210,0,0
20200423:2310,0,0
20200424:0010,0,0
20200424:0110,0,0
20200424:0210,0,0
20200424:0310,0,0
20200424:0410,0,261
20200424:0510,25,742
20200424:0610,80,1162
20200424:0710,179,1539
20200424:0810,257,1808
20200424:0910,360,1974
20200424:1010,305,2022
20200424:1110,359,1959
20200424:1210,151,1815
20200424:1310,215,1524
20200424:1410,102,1192
20200424:1510,109,790
20200424:1610,32,324
20200424:1710,0,0
20200424:1810,0,0
20200424:1910,0,0
20200424:2010,0,0
20200424:2110,0,0
20200424:2210,0,0
20200424:2310,0,0
20200425:0010,0,0
20200425:0110,0,0
20200425:0210,0,0
20200425:0310,0,0
20200425:0410,0,261
20200425:0510,25,784
20200425:0610,80,1162
20200425:0710,179,1539
20200425:0810,257,1808
20200425:0910,360,1974
20200425:1010,305,2022
20200425:1110,359,1959
20200425:1210,151,1815
20200425:1310,215,1524
20200425:1410,102,1192
20200425:1510,109,790
20200425:1610,32,324
20200425:1710,0,0
20200425:1810,0,0
20200425:1910,0,0
20200425:2010,0,0
20200425:2110,0,0
20200425:2210,0,0
20200425:2310,0,0
20200426:0010,0,0
20200426:0110,0,0
20200426:0210,0,0
20200426:0310,0,0
20200426:0410,0,261
20200426:0510,25,784
20200426:0610,80,1162
20200426:0710,179,1539
20200426:0810,257,1808
20200426:0910,360,1974
20200426:1010,293,2022
20200426:1110,351,1959
20200426:1210,151,1815
20200426:1310,215,1524
20200426:1410,102,1192
20200426:1510,102,790
20200426:1610,32,324
20200426:1710,0,0
20200426:1810,0,0
20200426:1910,0,0
20200426:2010,0,0
20200426:2110,0,0
20200426:2210,0,0
20200426:2310,0,0
20200427:0010,0,0
20200427:0110,0,0
20200427:0210,0,0
20200427:0310,0,0
20200427:0410,0,261
20200427:0510,25,784
20200427:0610,80,1162
20200427:0710,179,1539
20200427:0810,257,1808
20200427:0910,360,1974
20200427:1010,293,2022
20200427:1110,351,1959
20200427:1210,151,1815
20200427:1310,130,1524
20200427:1410,102,1192
20200427:1510,102,790
20200427:1610,32,324
20200427:1710,0,0
20200427:1810,0,0
20200427:1910,0,0
20200427:2010,0,0
20200427:2110,0,0
20200427:2210,0,0
20200427:2310,0,0
20200428:0010,0,0
20200428:0110,0,0
20200428:0210,0,0
20200428:0310,0,0
20200428:0410,0,365
20200428:0510,25,854
20200428:0610,80,1271
20200428:0710,179,1629
20200428:0810,257,1892
20200428:0910,360,2033
20200428:1010,293,2083
20200428:1110,351,1998
20200428:1210,151,1853
20200428:1310,130,1606
20200428:1410,102,1264
20200428:1510,102,826
20200428:1610,32,353
20200428:1710,0,0
20200428:1810,0,0
20200428:1910,0,0
20200428:2010,0,0
20200428:2110,0,0
20200428:2210,0,0
20200428:2310,0,0
20200429:0010,0,0
20200429:0110,0,0
20200429:0210,0,0
20200429:0310,0,0
20200429:0410,0,365
20200429:0510,35,854
20200429:0610,203,1271
20200429:0710,185,1629
20200429:0810,261,1892
20200429:0910,195,2033
20200429:1010,183,2083
20200429:1110,178,1998
20200429:1210,151,1853
20200429:1310,130,1606
20200429:1410,102,1264
20200429:1510,102,826
20200429:1610,46,353
20200429:1710,0,0
20200429:1810,0,0
20200429:1910,0,0
20200429:2010,0,0
20200429:2110,0,0
20200429:2210,0,0
20200429:2310,0,0
20200430:0010,0,0
20200430:0110,0,0
20200430:0210,0,0
20200430:0310,0,0
20200430:0410,4,405
20200430:0510,35,854
20200430:0610,203,1271
20200430:0710,185,1629
20200430:0810,261,1892
20200430:0910,195,2033
20200430:1010,183,2083
20200430:1110,178,1998
20200430:1210,151,1853
20200430:1310,130,1606
20200430:1410,102,1264
20200430:1510,102,826
20200430:1610,46,353
20200430:1710,0,1
20200430:1810,0,0
20200430:1910,0,0
20200430:2010,0,0
20200430:2110,0,0
20200430:2210,0,0
20200430:2310,0,0
20200501:0010,0,0
20200501:0110,0,0
20200501:0210,0,0
20200501:0310,0,0
20200501:0410,4,410
20200501:0510,35,890
20200501:0610,203,1325
20200501:0710,185,1667
20200501:0810,261,1909
20200501:0910,195,2059
20200501:1010,183,2086
20200501:1110,178,2034
20200501:1210,151,1890
20200501:1310,130,1632
20200501:1410,102,1288
20200501:1510,102,826
20200501:1610,46,406
20200501:1710,0,11
20200501:1810,0,0
20200501:1910,0,0
20200501:2010,0,0
20200501:2110,0,0
20200501:2210,0,0
20200501:2310,0,0
20200502:0010,0,0
20200502:0110,0,0
20200502:0210,0,0
20200502:0310,0,0
20200502:0410,4,410
20200502:0510,35,890
20200502:0610,203,1325
20200502:0710,185,1667
20200502:0810,261,1909
20200502:0910,195,2059
20200502:1010,183,2086
20200502:1110,178,2034
20200502:1210,151,1890
20200502:1310,130,1632
20200502:1410,102,1288
20200502:1510,102,826
20200502:1610,46,424
20200502:1710,0,11
20200502:1810,0,0
20200502:1910,0,0
20200502:2010,0,0
20200502:2110,0,0
20200502:2210,0,0
20200502:2310,0,0
20200503:0010,0,0
20200503:0110,0,0
20200503:0210,0,0
20200503:0310,0,0
20200503:0410,4,410
20200503:0510,35,890
20200503:0610,203,1325
20200503:0710,185,1667
20200503:0810,261,1909
20200503:0910,195,2059
20200503:1010,183,2086
20200503:1110,178,2034
20200503:1210,151,1890
20200503:1310,130,1632
20200503:1410,102,1288
20200503:1510,102,826
20200503:1610,46,424
20200503:1710,0,15
20200503:1810,0,0
20200503:1910,0,0
20200503:2010,0,0
20200503:2110,0,0
20200503:2210,0,0
20200503:2310,0,0
20200504:0010,0,0
20200504:0110,0,0
20200504:0210,0,0
20200504:0310,0,0
20200504:0410,4,410
20200504:0510,35,890
20200504:0610,203,1325
20200504:0710,185,1667
20200504:0810,261,1909
20200504:0910,195,2059
20200504:1010,183,2086
20200504:1110,178,2034
20200504:1210,151,1890
20200504:1310,130,1632
20200504:1410,102,1288
20200504:1510,102,827
20200504:1610,46,424
20200504:1710,0,15
20200504:1810,0,0
20200504:1910,0,0
20200504:2010,0,0
20200504:2110,0,0
20200504:2210,0,0
20200504:2310,0,0
20200505:0010,0,0
20200505:0110,0,0
20200505:0210,0,0
20200505:0310,0,0
20200505:0410,4,410
20200505:0510,35,890
20200505:0610,203,1325
20200505:0710,185,1667
20200505:0810,261,1909
20200505:0910,195,2059
20200505:1010,183,2086
20200505:1110,178,2034
20200505:1210,151,1890
20200505:1310,130,1632
20200505:1410,102,1288
20200505:1510,102,827
20200505:1610,46,424
20200505:1710,0,15
20200505:1810,0,0
20200505:1910,0,0
20200505:2010,0,0
20200505:2110,0,0
20200505:2210,0,0
20200505:2310,0,0
20200506:0010,0,0
20200506:0110,0,0
20200506:0210,0,0
20200506:0310,0,0
20200506:0410,4,410
20200506:0510,35,903
20200506:0610,203,1325
20200506:0710,185,1667
20200506:0810,261,1909
20200506:0910,195,2059
20200506:1010,183,2086
20200506:1110,178,2034
20200506:1210,151,1890
20200506:1310,130,1632
20200506:1410,102,1288
20200506:1510,102,858
20200506:1610,46,450
20200506:1710,0,58
20200506:1810,0,0
20200506:1910,0,0
20200506:2010,0,0
20200506:2110,0,0
20200506:2210,0,0
20200506:2310,0,0
20200507:0010,0,0
20200507:0110,0,0
20200507:0210,0,0
20200507:0310,0,0
20200507:0410,4,410
20200507:0510,35,903
20200507:0610,203,1325
20200507:0710,185,1667
20200507:0810,261,1909
20200507:0910,195,2059
20200507:1010,183,2086
20200507:1110,178,2034
20200507:1210,151,1890
20200507:1310,130,1632
20200507:1410,102,1288
20200507:1510,95,858
20200507:1610,16,450
20200507:1710,0,58
20200507:1810,0,0
20200507:1910,0,0
20200507:2010,0,0
20200507:2110,0,0
20200507:2210,0,0
20200507:2310,0,0
20200508:0010,0,0
20200508:0110,0,0
20200508:0210,0,0
20200508:0310,0,0
20200508:0410,4,410
20200508:0510,35,903
20200508:0610,203,1325
20200508:0710,185,1667
20200508:0810,261,1909
20200508:0910,195,2059
20200508:1010,183,2086
20200508:1110,178,2034
20200508:1210,276,1890
20200508:1310,130,1632
20200508:1410,102,1288
20200508:1510,95,858
20200508:1610,16,450
20200508:1710,0,63
20200508:1810,0,0
20200508:1910,0,0
20200508:2010,0,0
20200508:2110,0,0
20200508:2210,0,0
20200508:2310,0,0
20200509:0010,0,0
20200509:0110,0,0
20200509:0210,0,0
20200509:0310,0,0
20200509:0410,4,410
20200509:0510,35,903
20200509:0610,203,1325
20200509:0710,185,1667
20200509:0810,261,1909
20200509:0910,195,2059
20200509:1010,183,2086
20200509:1110,178,2034
20200509:1210,276,1890
20200509:1310,130,1632
20200509:1410,102,1288
20200509:1510,95,858
20200509:1610,16,450
20200509:1710,0,64
20200509:1810,0,0
20200509:1910,0,0
20200509:2010,0,0
20200509:2110,0,0
20200509:2210,0,0
20200509:2310,0,0
20200510:0010,0,0
20200510:0110,0,0
20200510:0210,0,0
20200510:0310,0,0
20200510:0410,4,410
20200510:0510,35,903
20200510:0610,203,1325
20200510:0710,185,1667
20200510:0810,261,1909
20200510:0910,195,2059
20200510:1010,183,2086
20200510:1110,178,2034
20200510:1210,276,1890
20200510:1310,130,1632
20200510:1410,102,1288
20200510:1510,95,858
20200510:1610,16,450
20200510:1710,0,64
20200510:1810,0,0
20200510:1910,0,0
20200510:2010,0,0
20200510:2110,0,0
20200510:2210,0,0
20200510:2310,0,0
20200511:0010,0,0
20200511:0110,0,0
20200511:0210,0,0
20200511:0310,0,0
20200511:0410,4,410
20200511:0510,79,903
20200511:0610,275,1325
20200511:0710,185,1667
20200511:0810,261,1909
20200511:0910,195,2059
20200511:1010,183,2086
20200511:1110,178,2034
20200511:1210,276,1890
20200511:1310,130,1632
20200511:1410,102,1288
20200511:1510,95,858
20200511:1610,16,450
20200511:1710,0,64
20200511:1810,0,0
20200511:1910,0,0
20200511:2010,0,0
20200511:2110,0,0
20200511:2210,0,0
20200511:2310,0,0
20200512:0010,0,0
20200512:0110,0,0
20200512:0210,0,0
20200512:0310,0,0
20200512:0410,4,410
20200512:0510,79,903
20200512:0610,275,1325
20200512:0710,185,1667
20200512:0810,261,1909
20200512:0910,195,2059
20200512:1010,183,2086
20200512:1110,178,2034
20200512:1210,276,1890
20200512:1310,213,1632
20200512:1410,102,1288
20200512:1510,95,858
20200512:1610,16,450
20200512:1710,0,68
20200512:1810,0,0
20200512:1910,0,0
20200512:2010,0,0
20200512:2110,0,0
20200512:2210,0,0
20200512:2310,0,0
20200513:0010,0,0
20200513:0110,0,0
20200513:0210,0,0
20200513:0310,0,0
20200513:0410,4,410
20200513:0510,79,903
20200513:0610,275,1325
20200513:0710,185,1667
20200513:0810,261,1909
20200513:0910,195,2059
20200513:1010,183,2086
20200513:1110,178,2034
20200513:1210,276,1890
20200513:1310,213,1632
20200513:1410,102,1288
20200513:1510,95,903
20200513:1610,16,450
20200513:1710,0,89
20200513:1810,0,0
20200513:1910,0,0
20200513:2010,0,0
20200513:2110,0,0
20200513:2210,0,0
20200513:2310,0,0
20200514:0010,0,0
20200514:0110,0,0
20200514:0210,0,0
20200514:0310,0,0
20200514:0410,10,410
20200514:0510,75,903
20200514:0610,156,1325
20200514:0710,361,1667
20200514:0810,370,1909
20200514:0910,436,2059
20200514:1010,297,2086
20200514:1110,322,2034
20200514:1210,410,1890
20200514:1310,285,1632
20200514:1410,223,1288
20200514:1510,77,903
20200514:1610,16,450
20200514:1710,0,89
20200514:1810,0,0
20200514:1910,0,0
20200514:2010,0,0
20200514:2110,0,0
20200514:2210,0,0
20200514:2310,0,0
20200515:0010,0,0
20200515:0110,0,0
20200515:0210,0,0
20200515:0310,0,0
20200515:0410,10,410
20200515:0510,75,903
20200515:0610,156,1325
20200515:0710,361,1667
20200515:0810,370,1909
20200515:0910,436,2113
20200515:1010,297,2086
20200515:1110,322,2108
20200515:1210,410,1890
20200515:1310,285,1632
20200515:1410,223,1288
20200515:1510,77,903
20200515:1610,16,450
20200515:1710,0,89
20200515:1810,0,0
20200515:1910,0,0
20200515:2010,0,0
20200515:2110,0,0
20200515:2210,0,0
20200515:2310,0,0
20200516:0010,0,0
20200516:0110,0,0
20200516:0210,0,0
20200516:0310,0,0
20200516:0410,10,410
20200516:0510,75,903
20200516:0610,156,1287
20200516:0710,361,1623
20200516:0810,370,1950
20200516:0910,436,2113
20200516:1010,297,2090
20200516:1110,322,2108
20200516:1210,410,1844
20200516:1310,285,1568
20200516:1410,223,1278
20200516:1510,77,903
20200516:1610,16,450
20200516:1710,0,136
20200516:1810,0,0
20200516:1910,0,0
20200516:2010,0,0
20200516:2110,0,0
20200516:2210,0,0
20200516:2310,0,0
20200517:0010,0,0
20200517:0110,0,0
20200517:0210,0,0
20200517:0310,0,0
20200517:0410,10,511
20200517:0510,75,903
20200517:0610,156,1337
20200517:0710,361,1632
20200517:0810,370,1950
20200517:0910,436,2113
20200517:1010,297,2090
20200517:1110,273,2108
20200517:1210,410,1844
20200517:1310,285,1568
20200517:1410,97,1278
20200517:1510,59,903
20200517:1610,16,450
20200517:1710,0,136
20200517:1810,0,0
20200517:1910,0,0
20200517:2010,0,0
20200517:2110,0,0
20200517:2210,0,0
20200517:2310,0,0
20200518:0010,0,0
20200518:0110,0,0
20200518:0210,0,0
20200518:0310,0,0
20200518:0410,10,511
20200518:0510,75,903
20200518:0610,156,1337
20200518:0710,361,1632
20200518:0810,370,1950
20200518:0910,436,2113
20200518:1010,297,2090
20200518:1110,273,2108
20200518:1210,410,1844
20200518:1310,285,1568
20200518:1410,97,1338
20200518:1510,59,920
20200518:1610,16,450
20200518:1710,0,136
20200518:1810,0,0
20200518:1910,0,0
20200518:2010,0,0
20200518:2110,0,0
20200518:2210,0,0
20200518:2310,0,0
20200519:0010,0,0
20200519:0110,0,0
20200519:0210,0,0
20200519:0310,0,0
20200519:0410,10,511
20200519:0510,75,903
20200519:0610,156,1337
20200519:0710,361,1632
20200519:0810,370,1950
20200519:0910,436,2113
20200519:1010,297,2090
20200519:1110,273,2108
20200519:1210,410,1844
20200519:1310,285,1542
20200519:1410,97,1338
20200519:1510,59,920
20200519:1610,16,450
20200519:1710,0,147
20200519:1810,0,0
20200519:1910,0,0
20200519:2010,0,0
20200519:2110,0,0
20200519:2210,0,0
20200519:2310,0,0
20200520:0010,0,0
20200520:0110,0,0
20200520:0210,0,0
20200520:0310,0,0
20200520:0410,10,511
20200520:0510,75,903
20200520:0610,156,1337
20200520:0710,338,1632
20200520:0810,370,1950
20200520:0910,436,2113
20200520:1010,297,2090
20200520:1110,273,2108
20200520:1210,201,1844
20200520:1310,285,1664
20200520:1410,97,1395
20200520:1510,59,920
20200520:1610,16,450
20200520:1710,0,147
20200520:1810,0,0
20200520:1910,0,0
20200520:2010,0,0
20200520:2110,0,0
20200520:2210,0,0
20200520:2310,0,0
20200521:0010,0,0
20200521:0110,0,0
20200521:0210,0,0
20200521:0310,0,0
20200521:0410,10,511
20200521:0510,75,866
20200521:0610,156,1337
20200521:0710,338,1632
20200521:0810,370,1950
20200521:0910,436,2113
20200521:1010,297,2090
20200521:1110,273,2108
20200521:1210,201,1844
20200521:1310,285,1664
20200521:1410,97,1395
20200521:1510,59,920
20200521:1610,16,428
20200521:1710,0,147
20200521:1810,0,0
20200521:1910,0,0
20200521:2010,0,0
20200521:2110,0,0
20200521:2210,0,0
20200521:2310,0,0
20200522:0010,0,0
20200522:0110,0,0
20200522:0210,0,0
20200522:0310,0,0
20200522:0410,10,511
20200522:0510,75,866
20200522:0610,156,1337
20200522:0710,338,1632
20200522:0810,370,1950
20200522:0910,436,2113
20200522:1010,297,2090
20200522:1110,273,2108
20200522:1210,201,1844
20200522:1310,285,1664
20200522:1410,97,1395
20200522:1510,59,920
20200522:1610,26,529
20200522:1710,0,187
20200522:1810,0,0
20200522:1910,0,0
20200522:2010,0,0
20200522:2110,0,0
20200522:2210,0,0
20200522:2310,0,0
20200523:0010,0,0
20200523:0110,0,0
20200523:0210,0,0
20200523:0310,0,0
20200523:0410,10,511
20200523:0510,75,866
20200523:0610,156,1337
20200523:0710,338,1632
20200523:0810,370,1950
20200523:0910,436,2113
20200523:1010,297,2090
20200523:1110,273,2138
20200523:1210,201,1844
20200523:1310,285,1664
20200523:1410,97,1395
20200523:1510,59,920
20200523:1610,26,529
20200523:1710,0,196
20200523:1810,0,0
20200523:1910,0,0
20200523:2010,0,0
20200523:2110,0,0
20200523:2210,0,0
20200523:2310,0,0
20200524:0010,0,0
20200524:0110,0,0
20200524:0210,0,0
20200524:0310,0,0
20200524:0410,10,511
20200524:0510,75,866
20200524:0610,156,1337
20200524:0710,338,1632
20200524:0810,370,1950
20200524:0910,436,2113
20200524:1010,297,2090
20200524:1110,273,2138
20200524:1210,201,1844
20200524:1310,285,1664
20200524:1410,97,1395
20200524:1510,59,982
20200524:1610,26,529
20200524:1710,0,196
