time,min_power,max_power
20200630:1210,220,1926
20200630:1310,137,1764
20200630:1410,193,1428
20200630:1510,142,1085
20200630:1610,98,691
20200630:1710,21,252
20200630:1810,0,0
20200630:1910,0,0
20200630:2010,0,0
20200630:2110,0,0
20200630:2210,0,0
20200630:2310,0,0
20200701:0010,0,0
20200701:0110,0,0
20200701:0210,0,0
20200701:0310,0,0
20200701:0410,27,486
20200701:0510,48,1026
20200701:0610,509,1416
20200701:0710,933,1721
20200701:0810,825,1962
20200701:0910,1552,2127
20200701:1010,1263,2134
20200701:1110,207,2111
20200701:1210,220,1981
20200701:1310,860,1764
20200701:1410,328,1452
20200701:1510,142,1092
20200701:1610,295,691
20200701:1710,99,252
20200701:1810,0,0
20200701:1910,0,0
20200701:2010,0,0
20200701:2110,0,0
20200701:2210,0,0
20200701:2310,0,0
20200702:0010,0,0
20200702:0110,0,0
20200702:0210,0,0
20200702:0310,0,0
20200702:0410,27,486
20200702:0510,48,1026
20200702:0610,509,1416
20200702:0710,933,1721
20200702:0810,825,1962
20200702:0910,1552,2127
20200702:1010,1263,2134
20200702:1110,207,2111
20200702:1210,220,1981
20200702:1310,860,1764
20200702:1410,328,1452
20200702:1510,142,1092
20200702:1610,295,691
20200702:1710,106,252
20200702:1810,0,0
20200702:1910,0,0
20200702:2010,0,0
20200702:2110,0,0
20200702:2210,0,0
20200702:2310,0,0
20200703:0010,0,0
20200703:0110,0,0
20200703:0210,0,0
20200703:0310,0,0
20200703:0410,27,486
20200703:0510,48,1026
20200703:0610,509,1416
20200703:0710,933,1721
20200703:0810,825,1962
20200703:0910,1552,2127
20200703:1010,1497,2134
20200703:1110,978,2111
20200703:1210,1269,1981
20200703:1310,860,1764
20200703:1410,328,1452
20200703:1510,142,1092
20200703:1610,295,691
20200703:1710,106,252
20200703:1810,0,0
20200703:1910,0,0
20200703:2010,0,0
20200703:2110,0,0
20200703:2210,0,0
20200703:2310,0,0
20200704:0010,0,0
20200704:0110,0,0
20200704:0210,0,0
20200704:0310,0,0
20200704:0410,27,486
20200704:0510,48,1026
20200704:0610,509,1416
20200704:0710,933,1721
20200704:0810,825,1962
20200704:0910,1552,2127
20200704:1010,1497,2134
20200704:1110,978,2111
20200704:1210,1325,1981
20200704:1310,996,1764
20200704:1410,328,1452
20200704:1510,142,1092
20200704:1610,295,691
20200704:1710,106,252
20200704:1810,0,0
20200704:1910,0,0
20200704:2010,0,0
20200704:2110,0,0
20200704:2210,0,0
20200704:2310,0,0
20200705:0010,0,0
20200705:0110,0,0
20200705:0210,0,0
20200705:0310,0,0
20200705:0410,27,486
20200705:0510,48,1026
20200705:0610,509,1416
20200705:0710,933,1721
20200705:0810,825,1962
20200705:0910,1552,2121
20200705:1010,1497,2134
20200705:1110,978,2097
20200705:1210,1325,1981
20200705:1310,996,1764
20200705:1410,328,1452
20200705:1510,142,1092
20200705:1610,295,677
20200705:1710,106,252
20200705:1810,0,0
20200705:1910,0,0
20200705:2010,0,0
20200705:2110,0,0
20200705:2210,0,0
20200705:2310,0,0
20200706:0010,0,0
20200706:0110,0,0
20200706:0210,0,0
20200706:0310,0,0
20200706:0410,27,486
20200706:0510,48,1003
20200706:0610,509,1416
20200706:0710,933,1726
20200706:0810,825,1992
20200706:0910,1552,2143
20200706:1010,1497,2195
20200706:1110,978,2085
20200706:1210,1325,1981
20200706:1310,996,1749
20200706:1410,328,1452
20200706:1510,142,1092
20200706:1610,295,677
20200706:1710,106,248
20200706:1810,0,0
20200706:1910,0,0
20200706:2010,0,0
20200706:2110,0,0
20200706:2210,0,0
20200706:2310,0,0
20200707:0010,0,0
20200707:0110,0,0
20200707:0210,0,0
20200707:0310,0,0
20200707:0410,27,486
20200707:0510,48,1003
20200707:0610,509,1416
20200707:0710,933,1726
20200707:0810,825,1992
20200707:0910,1552,2143
20200707:1010,1497,2195
20200707:1110,978,2085
20200707:1210,1092,1981
20200707:1310,996,1749
20200707:1410,328,1452
20200707:1510,142,1092
20200707:1610,295,677
20200707:1710,106,248
20200707:1810,0,0
20200707:1910,0,0
20200707:2010,0,0
20200707:2110,0,0
20200707:2210,0,0
20200707:2310,0,0
20200708:0010,0,0
20200708:0110,0,0
20200708:0210,0,0
20200708:0310,0,0
20200708:0410,7,486
20200708:0510,48,1003
20200708:0610,509,1416
20200708:0710,933,1726
20200708:0810,825,1992
20200708:0910,1552,2143
20200708:1010,550,2195
20200708:1110,347,2085
20200708:1210,290,1981
20200708:1310,996,1749
20200708:1410,328,1452
20200708:1510,142,1092
20200708:1610,295,677
20200708:1710,85,248
20200708:1810,0,0
20200708:1910,0,0
20200708:2010,0,0
20200708:2110,0,0
20200708:2210,0,0
20200708:2310,0,0
20200709:0010,0,0
20200709:0110,0,0
20200709:0210,0,0
20200709:0310,0,0
20200709:0410,7,476
20200709:0510,48,988
20200709:0610,509,1416
20200709:0710,933,1726
20200709:0810,825,1992
20200709:0910,1552,2143
20200709:1010,550,2195
20200709:1110,347,2085
20200709:1210,290,1981
20200709:1310,319,1749
20200709:1410,328,1452
20200709:1510,142,1092
20200709:1610,295,677
20200709:1710,85,248
20200709:1810,0,0
20200709:1910,0,0
20200709:2010,0,0
20200709:2110,0,0
20200709:2210,0,0
20200709:2310,0,0
20200710:0010,0,0
20200710:0110,0,0
20200710:0210,0,0
20200710:0310,0,0
20200710:0410,7,476
20200710:0510,48,988
20200710:0610,509,1416
20200710:0710,933,1726
20200710:0810,825,1992
20200710:0910,619,2143
20200710:1010,550,2195
20200710:1110,347,2085
20200710:1210,290,1981
20200710:1310,319,1749
20200710:1410,173,1452
20200710:1510,142,1092
20200710:1610,295,677
20200710:1710,85,248
20200710:1810,0,0
20200710:1910,0,0
20200710:2010,0,0
20200710:2110,0,0
20200710:2210,0,0
20200710:2310,0,0
20200711:0010,0,0
20200711:0110,0,0
20200711:0210,0,0
20200711:0310,0,0
20200711:0410,7,476
20200711:0510,73,988
20200711:0610,192,1416
20200711:0710,494,1726
20200711:0810,574,1992
20200711:0910,245,2143
20200711:1010,174,2195
20200711:1110,195,2085
20200711:1210,206,1981
20200711:1310,219,1749
20200711:1410,120,1452
20200711:1510,142,1092
20200711:1610,168,677
20200711:1710,2,248
20200711:1810,0,0
20200711:1910,0,0
20200711:2010,0,0
20200711:2110,0,0
20200711:2210,0,0
20200711:2310,0,0
20200712:0010,0,0
20200712:0110,0,0
20200712:0210,0,0
20200712:0310,0,0
20200712:0410,7,476
20200712:0510,73,988
20200712:0610,192,1416
20200712:0710,494,1726
20200712:0810,574,1992
20200712:0910,245,2143
20200712:1010,174,2195
20200712:1110,195,2085
20200712:1210,206,1981
20200712:1310,219,1749
20200712:1410,120,1452
20200712:1510,142,1092
20200712:1610,168,677
20200712:1710,2,248
20200712:1810,0,0
20200712:1910,0,0
20200712:2010,0,0
20200712:2110,0,0
20200712:2210,0,0
20200712:2310,0,0
20200713:0010,0,0
20200713:0110,0,0
20200713:0210,0,0
20200713:0310,0,0
20200713:0410,7,476
20200713:0510,94,988
20200713:0610,192,1416
20200713:0710,494,1726
20200713:0810,574,1992
20200713:0910,245,2143
20200713:1010,174,2195
20200713:1110,195,2085
20200713:1210,206,1981
20200713:1310,219,1749
20200713:1410,120,1452
20200713:1510,417,1092
20200713:1610,168,677
20200713:1710,2,248
20200713:1810,0,0
20200713:1910,0,0
20200713:2010,0,0
20200713:2110,0,0
20200713:2210,0,0
20200713:2310,0,0
20200714:0010,0,0
20200714:0110,0,0
20200714:0210,0,0
20200714:0310,0,0
20200714:0410,7,476
20200714:0510,94,988
20200714:0610,192,1416
20200714:0710,494,1726
20200714:0810,574,1992
20200714:0910,245,2143
20200714:1010,174,2195
20200714:1110,195,2085
20200714:1210,206,1981
20200714:1310,219,1749
20200714:1410,120,1452
20200714:1510,417,1092
20200714:1610,168,677
20200714:1710,2,248
20200714:1810,0,0
20200714:1910,0,0
20200714:2010,0,0
20200714:2110,0,0
20200714:2210,0,0
20200714:2310,0,0
20200715:0010,0,0
20200715:0110,0,0
20200715:0210,0,0
20200715:0310,0,0
20200715:0410,7,476
20200715:0510,94,988
20200715:0610,192,1416
20200715:0710,494,1726
20200715:0810,574,1992
20200715:0910,245,2143
20200715:1010,174,2195
20200715:1110,195,2085
20200715:1210,206,1981
20200715:1310,219,1749
20200715:1410,120,1452
20200715:1510,417,1092
20200715:1610,168,677
20200715:1710,2,248
20200715:1810,0,0
20200715:1910,0,0
20200715:2010,0,0
20200715:2110,0,0
20200715:2210,0,0
20200715:2310,0,0
20200716:0010,0,0
20200716:0110,0,0
20200716:0210,0,0
20200716:0310,0,0
20200716:0410,7,476
20200716:0510,94,966
20200716:0610,192,1381
20200716:0710,494,1726
20200716:0810,574,1992
20200716:0910,245,2143
20200716:1010,174,2195
20200716:1110,195,2072
20200716:1210,206,1936
20200716:1310,219,1727
20200716:1410,120,1434
20200716:1510,275,1065
20200716:1610,168,649
20200716:1710,2,248
20200716:1810,0,0
20200716:1910,0,0
20200716:2010,0,0
20200716:2110,0,0
20200716:2210,0,0
20200716:2310,0,0
20200717:0010,0,0
20200717:0110,0,0
20200717:0210,0,0
20200717:0310,0,0
20200717:0410,5,476
20200717:0510,94,966
20200717:0610,192,1381
20200717:0710,494,1726
20200717:0810,574,1992
20200717:0910,245,2143
20200717:1010,174,2195
20200717:1110,195,2048
20200717:1210,206,1925
20200717:1310,219,1706
20200717:1410,120,1421
20200717:1510,275,1065
20200717:1610,168,639
20200717:1710,2,248
20200717:1810,0,0
20200717:1910,0,0
20200717:2010,0,0
20200717:2110,0,0
20200717:2210,0,0
20200717:2310,0,0
20200718:0010,0,0
20200718:0110,0,0
20200718:0210,0,0
20200718:0310,0,0
20200718:0410,5,476
20200718:0510,94,966
20200718:0610,192,1381
20200718:0710,494,1726
20200718:0810,574,1992
20200718:0910,245,2143
20200718:1010,174,2195
20200718:1110,195,2048
20200718:1210,206,1925
20200718:1310,219,1706
20200718:1410,120,1421
20200718:1510,275,1065
20200718:1610,168,630
20200718:1710,2,248
20200718:1810,0,0
20200718:1910,0,0
20200718:2010,0,0
20200718:2110,0,0
20200718:2210,0,0
20200718:2310,0,0
20200719:0010,0,0
20200719:0110,0,0
20200719:0210,0,0
20200719:0310,0,0
20200719:0410,5,443
20200719:0510,33,966
20200719:0610,110,1381
20200719:0710,389,1726
20200719:0810,574,1992
20200719:0910,245,2143
20200719:1010,174,2195
20200719:1110,195,2028
20200719:1210,206,1857
20200719:1310,219,1575
20200719:1410,120,1421
20200719:1510,275,1020
20200719:1610,168,621
20200719:1710,2,234
20200719:1810,0,0
20200719:1910,0,0
20200719:2010,0,0
20200719:2110,0,0
20200719:2210,0,0
20200719:2310,0,0
20200720:0010,0,0
20200720:0110,0,0
20200720:0210,0,0
20200720:0310,0,0
20200720:0410,4,443
20200720:0510,33,966
20200720:0610,110,1381
20200720:0710,389,1726
20200720:0810,574,1992
20200720:0910,245,2143
20200720:1010,174,2195
20200720:1110,195,2028
20200720:1210,206,1857
20200720:1310,219,1575
20200720:1410,120,1421
20200720:1510,275,1020
20200720:1610,168,621
20200720:1710,2,234
20200720:1810,0,0
20200720:1910,0,0
20200720:2010,0,0
20200720:2110,0,0
20200720:2210,0,0
20200720:2310,0,0
20200721:0010,0,0
20200721:0110,0,0
20200721:0210,0,0
20200721:0310,0,0
20200721:0410,4,443
20200721:0510,33,864
20200721:0610,110,1314
20200721:0710,389,1654
20200721:0810,574,1905
20200721:0910,245,1996
20200721:1010,174,2053
20200721:1110,195,2023
20200721:1210,206,1857
20200721:1310,219,1586
20200721:1410,120,1421
20200721:1510,275,1020
20200721:1610,168,621
20200721:1710,2,234
20200721:1810,0,0
20200721:1910,0,0
20200721:2010,0,0
20200721:2110,0,0
20200721:2210,0,0
20200721:2310,0,0
20200722:0010,0,0
20200722:0110,0,0
20200722:0210,0,0
20200722:0310,0,0
20200722:0410,4,443
20200722:0510,33,864
20200722:0610,110,1297
20200722:0710,389,1620
20200722:0810,574,1861
20200722:0910,245,1996
20200722:1010,174,2053
20200722:1110,195,2023
20200722:1210,206,1857
20200722:1310,219,1586
20200722:1410,120,1338
20200722:1510,275,1019
20200722:1610,168,621
20200722:1710,2,200
20200722:1810,0,0
20200722:1910,0,0
20200722:2010,0,0
20200722:2110,0,0
20200722:2210,0,0
20200722:2310,0,0
20200723:0010,0,0
20200723:0110,0,0
20200723:0210,0,0
20200723:0310,0,0
20200723:0410,4,443
20200723:0510,33,864
20200723:0610,110,1297
20200723:0710,389,1620
20200723:0810,574,1861
20200723:0910,245,1996
20200723:1010,174,2053
20200723:1110,195,2023
20200723:1210,206,1857
20200723:1310,219,1586
20200723:1410,120,1338
20200723:1510,275,1019
20200723:1610,168,621
20200723:1710,2,200
20200723:1810,0,0
20200723:1910,0,0
20200723:2010,0,0
20200723:2110,0,0
20200723:2210,0,0
20200723:2310,0,0
20200724:0010,0,0
20200724:0110,0,0
20200724:0210,0,0
20200724:0310,0,0
20200724:0410,4,311
20200724:0510,33,864
20200724:0610,110,1297
20200724:0710,389,1620
20200724:0810,574,1861
20200724:0910,245,1996
20200724:1010,174,2053
20200724:1110,195,2023
20200724:1210,206,1857
20200724:1310,219,1586
20200724:1410,120,1338
20200724:1510,275,1019
20200724:1610,168,621
20200724:1710,2,200
20200724:1810,0,0
20200724:1910,0,0
20200724:2010,0,0
20200724:2110,0,0
20200724:2210,0,0
20200724:2310,0,0
20200725:0010,0,0
20200725:0110,0,0
20200725:0210,0,0
20200725:0310,0,0
20200725:0410,4,311
20200725:0510,33,864
20200725:0610,110,1297
20200725:0710,389,1620
20200725:0810,574,1861
20200725:0910,245,1996
20200725:1010,174,2053
20200725:1110,195,2023
20200725:1210,206,1857
20200725:1310,219,1586
20200725:1410,120,1338
20200725:1510,275,1019
20200725:1610,168,612
20200725:1710,2,191
20200725:1810,0,0
20200725:1910,0,0
20200725:2010,0,0
20200725:2110,0,0
20200725:2210,0,0
20200725:2310,0,0
20200726:0010,0,0
20200726:0110,0,0
20200726:0210,0,0
20200726:0310,0,0
20200726:0410,4,311
20200726:0510,33,864
20200726:0610,110,1297
20200726:0710,389,1620
20200726:0810,621,1861
20200726:0910,470,1996
20200726:1010,530,2053
20200726:1110,917,2023
20200726:1210,430,1857
20200726:1310,524,1586
20200726:1410,620,1338
20200726:1510,275,1019
20200726:1610,376,612
20200726:1710,5,191
20200726:1810,0,0
20200726:1910,0,0
20200726:2010,0,0
20200726:2110,0,0
20200726:2210,0,0
20200726:2310,0,0
20200727:0010,0,0
20200727:0110,0,0
20200727:0210,0,0
20200727:0310,0,0
20200727:0410,4,311
20200727:0510,33,864
20200727:0610,110,1297
20200727:0710,389,1620
20200727:0810,621,1861
20200727:0910,1154,1996
20200727:1010,530,2053
20200727:1110,917,2023
20200727:1210,430,1857
20200727:1310,524,1586
20200727:1410,767,1338
20200727:1510,275,1019
20200727:1610,376,612
20200727:1710,5,191
20200727:1810,0,0
20200727:1910,0,0
20200727:2010,0,0
20200727:2110,0,0
20200727:2210,0,0
20200727:2310,0,0
20200728:0010,0,0
20200728:0110,0,0
20200728:0210,0,0
20200728:0310,0,0
20200728:0410,4,311
20200728:0510,33,820
20200728:0610,110,1295
20200728:0710,389,1620
20200728:0810,621,1857
20200728:0910,1154,1996
20200728:1010,530,2053
20200728:1110,917,2023
20200728:1210,430,1857
20200728:1310,524,1586
20200728:1410,767,1302
20200728:1510,275,951
20200728:1610,376,544
20200728:1710,5,173
20200728:1810,0,0
20200728:1910,0,0
20200728:2010,0,0
20200728:2110,0,0
20200728:2210,0,0
20200728:2310,0,0
20200729:0010,0,0
20200729:0110,0,0
20200729:0210,0,0
20200729:0310,0,0
20200729:0410,1,311
20200729:0510,33,810
20200729:0610,110,1214
20200729:0710,389,1553
20200729:0810,621,1771
20200729:0910,1154,1933
20200729:1010,530,1989
20200729:1110,917,1937
20200729:1210,188,1777
20200729:1310,138,1586
20200729:1410,90,1302
20200729:1510,176,951
20200729:1610,151,544
20200729:1710,2,173
20200729:1810,0,0
20200729:1910,0,0
20200729:2010,0,0
20200729:2110,0,0
20200729:2210,0,0
20200729:2310,0,0
20200730:0010,0,0
20200730:0110,0,0
20200730:0210,0,0
20200730:0310,0,0
20200730:0410,1,262
20200730:0510,33,785
20200730:0610,110,1214
20200730:0710,389,1553
20200730:0810,621,1771
20200730:0910,1154,1893
20200730:1010,530,1974
20200730:1110,917,1937
20200730:1210,188,1777
20200730:1310,138,1586
20200730:1410,90,1302
20200730:1510,176,932
20200730:1610,151,544
20200730:1710,2,173
20200730:1810,0,0
20200730:1910,0,0
20200730:2010,0,0
20200730:2110,0,0
20200730:2210,0,0
20200730:2310,0,0
20200731:0010,0,0
20200731:0110,0,0
20200731:0210,0,0
20200731:0310,0,0
20200731:0410,1,262
20200731:0510,33,785
20200731:0610,110,1214
20200731:0710,389,1553
20200731:0810,621,1771
20200731:0910,1154,1893
20200731:1010,530,1974
20200731:1110,917,1937
20200731:1210,188,1777
20200731:1310,138,1586
20200731:1410,87,1297
20200731:1510,176,932
20200731:1610,151,543
20200731:1710,2,137
20200731:1810,0,0
20200731:1910,0,0
20200731:2010,0,0
20200731:2110,0,0
20200731:2210,0,0
20200731:2310,0,0
20200801:0010,0,0
20200801:0110,0,0
20200801:0210,0,0
20200801:0310,0,0
20200801:0410,1,262
20200801:0510,33,785
20200801:0610,110,1214
20200801:0710,389,1553
20200801:0810,621,1771
20200801:0910,1154,1893
20200801:1010,530,1974
20200801:1110,464,1937
20200801:1210,188,1777
20200801:1310,138,1586
20200801:1410,87,1297
20200801:1510,176,919
20200801:1610,17,531
20200801:1710,2,137
20200801:1810,0,0
20200801:1910,0,0
20200801:2010,0,0
20200801:2110,0,0
20200801:2210,0,0
20200801:2310,0,0
20200802:0010,0,0
20200802:0110,0,0
20200802:0210,0,0
20200802:0310,0,0
20200802:0410,1,262
20200802:0510,33,785
20200802:0610,110,1214
20200802:0710,389,1553
20200802:0810,621,1771
20200802:0910,1154,1893
20200802:1010,530,1974
20200802:1110,464,1937
20200802:1210,188,1777
20200802:1310,138,1586
20200802:1410,87,1297
20200802:1510,176,919
20200802:1610,17,531
20200802:1710,2,137
20200802:1810,0,0
20200802:1910,0,0
20200802:2010,0,0
20200802:2110,0,0
20200802:2210,0,0
20200802:2310,0,0
20200803:0010,0,0
20200803:0110,0,0
20200803:0210,0,0
20200803:0310,0,0
20200803:0410,1,262
20200803:0510,169,785
20200803:0610,587,1214
20200803:0710,1163,1553
20200803:0810,773,1771
20200803:0910,1554,1893
20200803:1010,1336,1974
20200803:1110,464,1937
20200803:1210,188,1777
20200803:1310,138,1586
20200803:1410,87,1297
20200803:1510,176,919
20200803:1610,17,531
20200803:1710,2,134
20200803:1810,0,0
20200803:1910,0,0
20200803:2010,0,0
20200803:2110,0,0
20200803:2210,0,0
20200803:2310,0,0
20200804:0010,0,0
20200804:0110,0,0
20200804:0210,0,0
20200804:0310,0,0
20200804:0410,1,262
20200804:0510,169,785
20200804:0610,587,1214
20200804:0710,1163,1553
20200804:0810,773,1771
20200804:0910,1554,1893
20200804:1010,1336,1974
20200804:1110,464,1937
20200804:1210,188,1777
20200804:1310,138,1586
20200804:1410,87,1297
20200804:1510,176,919
20200804:1610,17,515
20200804:1710,2,134
20200804:1810,0,0
20200804:1910,0,0
20200804:2010,0,0
20200804:2110,0,0
20200804:2210,0,0
20200804:2310,0,0
20200805:0010,0,0
20200805:0110,0,0
20200805:0210,0,0
20200805:0310,0,0
20200805:0410,1,262
20200805:0510,169,774
20200805:0610,587,1181
20200805:0710,1163,1503
20200805:0810,773,1722
20200805:0910,1554,1880
20200805:1010,1336,1964
20200805:1110,464,1922
20200805:1210,188,1777
20200805:1310,138,1582
20200805:1410,87,1284
20200805:1510,176,919
20200805:1610,17,515
20200805:1710,2,124
20200805:1810,0,0
20200805:1910,0,0
20200805:2010,0,0
20200805:2110,0,0
20200805:2210,0,0
20200805:2310,0,0
20200806:0010,0,0
20200806:0110,0,0
20200806:0210,0,0
20200806:0310,0,0
20200806:0410,1,262
20200806:0510,169,774
20200806:0610,587,1181
20200806:0710,1163,1503
20200806:0810,773,1722
20200806:0910,1554,1880
20200806:1010,1336,1964
20200806:1110,464,1922
20200806:1210,188,1777
20200806:1310,138,1582
20200806:1410,87,1262
20200806:1510,176,891
20200806:1610,17,487
20200806:1710,2,109
20200806:1810,0,0
20200806:1910,0,0
20200806:2010,0,0
20200806:2110,0,0
20200806:2210,0,0
20200806:2310,0,0
20200807:0010,0,0
20200807:0110,0,0
20200807:0210,0,0
20200807:0310,0,0
20200807:0410,1,246
20200807:0510,169,774
20200807:0610,587,1181
20200807:0710,1163,1503
20200807:0810,773,1722
20200807:0910,1554,1880
20200807:1010,1336,1964
20200807:1110,464,1922
20200807:1210,188,1777
20200807:1310,138,1582
20200807:1410,87,1250
20200807:1510,176,874
20200807:1610,17,485
20200807:1710,2,93
20200807:1810,0,0
20200807:1910,0,0
20200807:2010,0,0
20200807:2110,0,0
20200807:2210,0,0
20200807:2310,0,0
20200808:0010,0,0
20200808:0110,0,0
20200808:0210,0,0
20200808:0310,0,0
20200808:0410,1,246
20200808:0510,169,774
20200808:0610,587,1181
20200808:0710,1163,1503
20200808:0810,773,1722
20200808:0910,1554,1880
20200808:1010,431,1964
20200808:1110,179,1922
20200808:1210,188,1777
20200808:1310,138,1582
20200808:1410,87,1250
20200808:1510,79,865
20200808:1610,17,485
20200808:1710,1,81
20200808:1810,0,0
20200808:1910,0,0
20200808:2010,0,0
20200808:2110,0,0
20200808:2210,0,0
20200808:2310,0,0
20200809:0010,0,0
20200809:0110,0,0
20200809:0210,0,0
20200809:0310,0,0
20200809:0410,1,246
20200809:0510,116,774
20200809:0610,235,1181
20200809:0710,554,1503
20200809:0810,773,1722
20200809:0910,1121,1880
20200809:1010,431,1964
20200809:1110,179,1922
20200809:1210,188,1777
20200809:1310,138,1582
20200809:1410,87,1236
20200809:1510,79,865
20200809:1610,17,485
20200809:1710,0,81
20200809:1810,0,0
20200809:1910,0,0
20200809:2010,0,0
20200809:2110,0,0
20200809:2210,0,0
20200809:2310,0,0
20200810:0010,0,0
20200810:0110,0,0
20200810:0210,0,0
20200810:0310,0,0
20200810:0410,1,166
20200810:0510,116,693
20200810:0610,235,1094
20200810:0710,554,1419
20200810:0810,773,1682
20200810:0910,1121,1860
20200810:1010,431,1930
20200810:1110,179,1922
20200810:1210,188,1715
20200810:1310,138,1530
20200810:1410,87,1207
20200810:1510,79,865
20200810:1610,17,465
20200810:1710,0,78
20200810:1810,0,0
20200810:1910,0,0
20200810:2010,0,0
20200810:2110,0,0
20200810:2210,0,0
20200810:2310,0,0
20200811:0010,0,0
20200811:0110,0,0
20200811:0210,0,0
20200811:0310,0,0
20200811:0410,1,166
20200811:0510,116,693
20200811:0610,235,1094
20200811:0710,554,1419
20200811:0810,773,1649
20200811:0910,1121,1829
20200811:1010,431,1891
20200811:1110,179,1922
20200811:1210,188,1712
20200811:1310,138,1530
20200811:1410,87,1184
20200811:1510,79,804
20200811:1610,17,465
20200811:1710,0,78
20200811:1810,0,0
20200811:1910,0,0
20200811:2010,0,0
20200811:2110,0,0
20200811:2210,0,0
20200811:2310,0,0
20200812:0010,0,0
20200812:0110,0,0
20200812:0210,0,0
20200812:0310,0,0
20200812:0410,0,145
20200812:0510,42,640
20200812:0610,130,1062
20200812:0710,551,1405
20200812:0810,773,1649
20200812:0910,1121,1829
20200812:1010,431,1891
20200812:1110,179,1922
20200812:1210,188,1712
20200812:1310,138,1530
20200812:1410,87,1182
20200812:1510,79,804
20200812:1610,17,398
20200812:1710,0,47
20200812:1810,0,0
20200812:1910,0,0
20200812:2010,0,0
20200812:2110,0,0
20200812:2210,0,0
20200812:2310,0,0
20200813:0010,0,0
20200813:0110,0,0
20200813:0210,0,0
20200813:0310,0,0
20200813:0410,0,145
20200813:0510,42,640
20200813:0610,130,1062
20200813:0710,551,1398
20200813:0810,773,1649
20200813:0910,1121,1829
20200813:1010,431,1891
20200813:1110,179,1922
20200813:1210,208,1712
20200813:1310,200,1530
20200813:1410,87,1182
20200813:1510,79,804
20200813:1610,17,398
20200813:1710,0,47
20200813:1810,0,0
20200813:1910,0,0
20200813:2010,0,0
20200813:2110,0,0
20200813:2210,0,0
20200813:2310,0,0
20200814:0010,0,0
20200814:0110,0,0
20200814:0210,0,0
20200814:0310,0,0
20200814:0410,0,145
20200814:0510,42,640
20200814:0610,130,1062
20200814:0710,551,1398
20200814:0810,773,1649
20200814:0910,1121,1829
20200814:1010,431,1891
20200814:1110,179,1825
20200814:1210,208,1712
20200814:1310,200,1486
20200814:1410,87,1182
20200814:1510,79,804
20200814:1610,17,398
20200814:1710,0,47
20200814:1810,0,0
20200814:1910,0,0
20200814:2010,0,0
20200814:2110,0,0
20200814:2210,0,0
20200814:2310,0,0
20200815:0010,0,0
20200815:0110,0,0
20200815:0210,0,0
20200815:0310,0,0
20200815:0410,0,145
20200815:0510,42,640
20200815:0610,130,1062
20200815:0710,551,1398
20200815:0810,773,1649
20200815:0910,1121,1829
20200815:1010,431,1891
20200815:1110,179,1825
20200815:1210,208,1712
20200815:1310,232,1486
20200815:1410,124,1182
20200815:1510,79,804
20200815:1610,17,398
20200815:1710,0,34
20200815:1810,0,0
20200815:1910,0,0
20200815:2010,0,0
20200815:2110,0,0
20200815:2210,0,0
20200815:2310,0,0
20200816:0010,0,0
20200816:0110,0,0
20200816:0210,0,0
20200816:0310,0,0
20200816:0410,0,145
20200816:0510,42,640
20200816:0610,130,1062
20200816:0710,551,1398
20200816:0810,915,1649
20200816:0910,1121,1829
20200816:1010,431,1891
20200816:1110,179,1825
20200816:1210,208,1712
20200816:1310,283,1486
20200816:1410,334,1182
20200816:1510,79,797
20200816:1610,48,398
20200816:1710,0,34
20200816:1810,0,0
20200816:1910,0,0
20200816:2010,0,0
20200816:2110,0,0
20200816:2210,0,0
20200816:2310,0,0
20200817:0010,0,0
20200817:0110,0,0
20200817:0210,0,0
20200817:0310,0,0
20200817:0410,0,145
20200817:0510,42,640
20200817:0610,130,1062
20200817:0710,551,1398
20200817:0810,915,1649
20200817:0910,1121,1829
20200817:1010,431,1891
20200817:1110,179,1825
20200817:1210,208,1712
20200817:1310,283,1486
20200817:1410,334,1182
20200817:1510,79,797
20200817:1610,48,397
20200817:1710,0,30
20200817:1810,0,0
20200817:1910,0,0
20200817:2010,0,0
20200817:2110,0,0
20200817:2210,0,0
20200817:2310,0,0
20200818:0010,0,0
20200818:0110,0,0
20200818:0210,0,0
20200818:0310,0,0
20200818:0410,0,145
20200818:0510,42,640
20200818:0610,130,1036
20200818:0710,551,1366
20200818:0810,915,1600
20200818:0910,877,1775
20200818:1010,209,1837
20200818:1110,179,1779
20200818:1210,208,1680
20200818:1310,283,1449
20200818:1410,334,1131
20200818:1510,79,745
20200818:1610,48,361
20200818:1710,0,22
20200818:1810,0,0
20200818:1910,0,0
20200818:2010,0,0
20200818:2110,0,0
20200818:2210,0,0
20200818:2310,0,0
20200819:0010,0,0
20200819:0110,0,0
20200819:0210,0,0
20200819:0310,0,0
20200819:0410,0,104
20200819:0510,42,590
20200819:0610,130,1036
20200819:0710,551,1366
20200819:0810,915,1588
20200819:0910,877,1740
20200819:1010,209,1778
20200819:1110,179,1746
20200819:1210,208,1680
20200819:1310,283,1449
20200819:1410,334,1131
20200819:1510,79,745
20200819:1610,48,361
20200819:1710,0,20
20200819:1810,0,0
20200819:1910,0,0
20200819:2010,0,0
20200819:2110,0,0
20200819:2210,0,0
20200819:2310,0,0
20200820:0010,0,0
20200820:0110,0,0
20200820:0210,0,0
20200820:0310,0,0
20200820:0410,0,104
20200820:0510,42,590
20200820:0610,130,1036
20200820:0710,551,1366
20200820:0810,915,1588
20200820:0910,877,1740
